Carimbo de data/hora,Curso,Semestre,Idade,Sexo,Frase [Faço amigos com facilidade na minha universidade.],Frase [Acredito que posso concretizar meus valores na profissão que escolhi.],Frase [Mesmo que pudesse não mudaria de universidade.],Frase [Costumo ter variações de humor.],"Frase [Olhando para trás, consigo identificar as razões que me levaram a escolher este curso.]",Frase [Nos estudos não estou conseguindo acompanhar o ritmo dos meus colegas de turma.],Frase [Escolhi bem o curso que frequento.],Frase [Tenho boas qualidades para a área profissional que escolhi.],Frase [Sinto-me triste ou abatido.],Frase [Administro bem meu tempo.],Frase [Ultimamente me sinto desorientado e confuso.],Frase [Tenho sido estimulado pelos meus professores na universidade a me desenvolver profissionalmente.],Frase [Gosto da universidade em que estudo.],Frase [Há situações em que sinto que estou perdendo o controle.],Frase [Sinto-me envolvido com o meu curso.],Frase [Conheço bem os serviços oferecidos pela minha universidade.],Frase [Gostaria de concluir o meu curso na instituição que agora frequento.],"Frase [Nos últimos tempos, me tornei mais pessimista.]",Frase [Meus colegas têm sido importantes para meu crescimento pessoal.],Frase [Minha trajetória universitária corresponde às minhas expectativas vocacionais.],Frase [Sinto cansaço e sonolência durante o dia.],Frase [Acredito que o meu curso me possibilitará a realização profissional.],Frase [Gosto das aulas do meu curso de graduação.],Frase [Acredito possuir bons amigos na universidade.],Frase [Sinto-me em forma e com um bom ritmo de trabalho.],Frase [Tenho desenvolvido amizades satisfatórias com os meus colegas de curso.],Frase [Tenho momentos de angústia.],Frase [Tenho dificuldades em achar um colega que me ajude num problema pessoal.],Frase [Não consigo concentrar-me numa tarefa durante muito tempo.],Frase [Faço um planejamento diário das coisas que tenho para fazer.],Frase [Tenho boas relações de amizade com colegas de ambos os sexos.],Frase [Consigo ter o trabalho escolar sempre em dia.],Frase [Quando conheço novos colegas não sinto dificuldades em iniciar uma conversa.],Frase [Escolhi o curso que me parece mais de acordo com as minhas aptidões e capacidades.],Frase [Há situações em sala de aula que os professores diminuem minha autoestima.],Frase [Sou visto como uma pessoa amigável e simpática.],Frase [Penso em muitas coisas que me deixam triste.],Frase [Procuro conviver com meus colegas fora dos horários das aulas.],Frase [Sei estabelecer prioridades no que diz respeito à organização do meu tempo.],Frase [Tomo a iniciativa de convidar os meus amigos para sair.],"Frase [Minhas relações de amizade são cada vez mais estáveis, duradouras e independentes.]",Frase [Faço boas anotações das aulas.],Frase [Sinto-me fisicamente delibitado.],Frase [Sinto-me encorajado para falar com meus professores.],Frase [A minha universidade não me desperta interesse.],Frase [Consigo ser eficaz na minha preparação para as provas.],Frase [A biblioteca da minha universidade é completa.],Frase [Procuro sistematizar/organizar a informação dada nas aulas. ],Frase [Simpatizo com a cidade onde se situa minha universidade.],Frase [Tenho dificuldades em tomar decisões.],Frase [Sinto-me desiludido com o meu curso.],Frase [Tenho capacidade para estudar.],Frase [Meus gostos pessoais foram decisivos na escolha do meu curso.],Frase [Tenho me sentido ansioso.],Frase [Estou no curso que sempre sonhei.],Frase [Sinto-me feliz com a forma como meus professores me tratam.],Frase [Sou pontual na chegada às aulas.],Frase [O meu curso tem boa infraestrutura.],Frase [Não consigo fazer amizade com meus colegas.],Frase [Mesmo que pudesse não mudaria de curso.],O que você achou deste questionário?
3/24/2018 11:57:33,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,4,4,5,1,5,3,5,4,1,3,1,4,5,1,3,4,5,1,4,4,2,5,3,4,3,5,2,2,2,3,5,3,4,4,2,5,1,4,4,4,4,4,1,4,1,4,5,4,4,3,1,4,5,2,4,3,4,4,1,5,Bom
3/24/2018 13:10:15,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,3,4,5,2,5,2,4,4,2,2,2,5,5,2,4,1,5,3,2,4,4,4,3,3,2,5,2,1,3,1,2,3,3,5,4,3,2,4,2,4,4,5,1,4,1,4,5,4,2,4,2,5,5,1,2,4,3,4,1,5,
3/24/2018 14:12:12,Engenharia de Petróleo,3º semestre,30 anos ou mais,Feminino,3,5,2,3,5,3,5,5,5,5,5,2,5,5,3,2,5,2,2,1,3,5,3,3,2,3,5,5,1,4,3,3,3,3,4,4,5,2,5,1,1,4,5,3,3,4,2,3,2,2,1,4,3,5,5,3,3,2,1,1,É interessante. 
3/24/2018 15:03:59,Engenharia Ambiental,1º semestre,18 a 21 anos,Masculino,3,3,5,2,4,3,5,5,3,3,4,2,5,4,3,2,5,2,5,5,4,5,4,5,2,4,4,5,2,4,4,2,2,5,2,4,5,5,3,4,4,3,1,3,1,2,4,4,4,5,2,4,5,5,4,2,2,4,1,5,Importante para saber o que passa para cada aluno que estuda na instituição. Mas queria saber se disponibilizariam psicólogo para os alunos que buscam este tipo de apoio 
3/24/2018 15:56:15,Arquitetura e Urbanismo,1º semestre,18 a 21 anos,Masculino,2,3,4,4,5,5,1,3,5,5,5,3,4,5,1,3,4,1,4,1,5,2,2,3,1,4,4,2,3,3,3,2,1,3,3,4,5,1,5,1,2,4,3,3,1,3,5,4,2,5,5,4,5,3,1,3,5,4,2,1,Longo e completo.
3/24/2018 16:04:53,Engenharia Ambiental,1º semestre,22 a 25 anos,Masculino,3,3,4,3,5,3,4,4,2,3,3,2,5,3,3,5,5,4,3,3,2,4,2,2,2,2,4,5,4,2,3,2,2,5,5,4,2,3,2,3,2,4,3,2,1,3,5,5,3,4,3,5,5,4,4,3,3,4,3,4,"achei boa, mas algumas perguntas deveriam ser reformuladas, exemplo: se voces queriam relacionar o dia a dia na universidade a ansiedade das pessoas a afirmação deveria vir relacionando as duas tipo: “o dia a dia na universidade vem me deixando mais ansioso.”"
3/24/2018 16:34:45,Engenharia Metalúrgica,1º semestre,Menos de 18 anos,Masculino,3,3,1,1,5,3,5,5,1,3,4,1,5,3,5,3,5,1,5,5,2,5,4,5,5,5,5,1,3,1,5,4,4,5,2,5,1,3,3,5,5,5,1,5,1,3,5,5,5,3,1,5,5,3,1,4,5,4,1,1,Grande 
3/24/2018 17:58:48,Engenharia de Energias Renováveis,"3º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,4,3,3,3,5,2,4,3,2,5,2,3,5,4,3,3,5,4,3,5,3,3,3,2,3,5,5,5,3,4,1,3,3,5,3,5,2,2,1,2,5,5,3,3,2,3,5,5,4,3,4,2,5,2,3,5,3,4,2,"é um ótimo portal para que os alunos possam expresar-se, mas espero maior empenho da universidade em se preocupar mais com os alunos e entender suas angustias e dores e não ter profissionais que promovam isso"
3/24/2018 18:05:05,Engenharia Elétrica,1º semestre,18 a 21 anos,Feminino,4,5,3,3,5,4,5,4,2,4,1,5,5,1,4,3,5,2,4,5,2,5,3,4,4,4,4,4,1,3,4,3,3,4,1,3,2,5,4,4,2,5,2,1,1,3,2,5,2,1,1,4,5,2,5,4,3,5,1,5,Coerente
3/24/2018 18:53:18,Engenharia Química,5º semestre,18 a 21 anos,Feminino,3,5,2,5,3,4,3,4,5,4,3,3,4,5,3,3,5,5,4,3,5,4,3,4,3,3,5,4,4,4,5,3,3,4,5,3,5,3,5,1,2,3,3,4,2,3,3,3,3,4,3,3,4,5,4,3,5,4,2,2,"interessante, gostaria de ter acesso aos resultados (deveriam ser expostos para alunos e professores)"
3/24/2018 21:08:00,Engenharia Química,5º semestre,18 a 21 anos,Feminino,4,5,2,5,2,3,3,4,4,3,2,2,4,5,3,3,3,2,4,3,4,4,3,5,3,4,3,2,3,5,5,2,2,3,3,4,4,5,4,1,3,4,1,4,2,3,4,4,4,2,4,4,2,3,3,4,4,3,2,2,Completo. Seria interessante postar um compilado dos resultados 
3/24/2018 22:01:11,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,1,1,1,3,1,5,1,1,5,2,5,1,1,5,1,1,1,5,1,1,4,1,1,2,1,1,5,5,5,3,1,1,2,1,5,1,5,1,3,1,1,1,1,1,5,1,4,1,3,5,5,3,3,5,1,1,3,1,2,1,"achei interessante a iniciativa, mas sei que vai servir so e EXECLUSIVAMENTE para dados  e nao havera nenhuma medida para mudar os varios problemas relacionados as perguntas. A MAIOR decepção da minha vida foi essa universidade. professores que nao merecem ser chamados de professores, pois nao sao. O nome da ufc deveria ser cemiterio dos sonhos!!! "
3/24/2018 22:17:02,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,5,5,4,3,3,3,3,3,4,2,5,2,5,5,5,3,5,1,2,3,3,3,2,4,2,4,4,5,2,2,5,1,4,4,5,4,3,4,2,1,1,3,3,1,4,2,5,5,5,2,2,3,3,5,2,2,5,5,1,2,
3/24/2018 23:40:32,Engenharia Mecânica,3º semestre,18 a 21 anos,Masculino,4,3,3,5,4,3,3,3,4,3,2,3,2,4,3,3,4,4,5,3,3,3,2,4,3,4,3,1,3,2,5,4,4,4,4,4,5,5,3,3,4,1,1,2,3,3,3,2,2,3,4,4,3,4,2,3,2,2,1,3,"Não foi totalmente abrangente, mas a simples existência já é um ótimo fato, pois sem dúvida a vida universitária não é fácil e muitas vezes isso se deve ao distanciamento dos responsáveis pela instituição e os próprios alunos."
3/25/2018 7:16:43,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,1,2,3,3,3,4,3,4,2,1,1,2,2,3,1,4,1,3,4,3,1,1,2,1,5,5,3,4,2,3,4,1,5,5,5,1,5,1,1,3,3,2,5,3,4,3,5,2,5,5,2,5,4,1,3,1,5,3,"Interessante, porém não muito específico, não compreendo como ele poderá ajudar a precária situação presenciada pelos estudantes das universidades."
3/25/2018 7:57:49,Engenharia Química,1º semestre,18 a 21 anos,Feminino,4,4,2,4,5,3,4,4,3,2,2,4,4,3,5,3,4,2,5,4,3,4,4,4,2,5,3,4,5,1,5,1,5,3,2,4,2,5,2,3,4,5,2,3,1,3,4,3,5,3,2,5,3,4,1,5,5,3,1,3,Diversificado e incisivo
3/25/2018 10:23:45,Engenharia Elétrica,1º semestre,Menos de 18 anos,Masculino,3,4,3,2,5,1,5,4,1,4,2,3,5,2,4,3,4,2,4,4,2,4,4,4,4,4,2,1,2,3,4,4,3,3,2,3,1,4,4,3,4,5,2,4,1,4,3,5,5,2,1,4,4,3,3,4,5,4,2,3,"Muito abrangente, não esperava tantas perguntas relacionadas à âmbito pessoal."
3/25/2018 12:12:52,Engenharia Ambiental,7º semestre,18 a 21 anos,Masculino,5,5,5,3,5,1,5,5,1,4,1,4,5,2,5,4,5,1,5,5,2,5,4,5,5,5,2,1,1,3,5,4,5,5,2,5,1,5,5,5,5,5,1,4,1,4,4,4,4,2,1,5,5,3,5,4,4,5,1,5,
3/25/2018 12:23:49,Engenharia Química,9º semestre,22 a 25 anos,Masculino,3,4,2,3,4,1,1,4,4,4,4,1,1,5,3,4,4,5,4,1,4,1,1,3,3,4,4,4,4,4,4,4,3,1,5,4,4,4,4,1,4,4,1,1,4,4,2,4,1,4,5,4,4,5,1,2,4,2,3,1,Pontual
3/25/2018 13:59:02,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,4,3,3,3,4,3,4,3,3,3,2,4,3,3,3,4,4,3,4,2,2,3,3,4,3,4,2,2,2,4,3,2,2,4,4,3,3,4,3,2,2,2,3,4,2,3,2,3,1,3,3,3,4,3,3,3,4,4,2,3,Desperta para a auto-reflexão.
3/25/2018 16:41:38,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,2,5,3,4,4,3,3,4,3,2,3,1,2,4,4,3,5,4,3,2,3,3,1,3,3,2,4,5,5,2,5,4,4,4,5,5,5,2,3,5,4,3,4,3,4,3,4,4,4,5,5,5,4,5,5,1,3,1,3,5,Um pouco confuso nas perguntas
3/25/2018 16:42:28,Engenharia Elétrica,1º semestre,18 a 21 anos,Masculino,4,4,2,4,2,1,3,4,2,2,3,4,3,3,4,1,4,2,4,3,5,4,2,3,3,4,4,3,5,1,2,4,3,4,2,4,5,3,4,2,3,1,4,2,2,4,2,2,1,2,3,4,4,3,3,3,5,3,2,5,MEC
3/25/2018 16:48:46,Arquitetura e Urbanismo,1º semestre,18 a 21 anos,Masculino,2,4,2,3,4,2,3,3,2,4,3,3,4,1,3,2,3,3,5,4,3,4,4,5,3,4,4,3,2,3,4,3,2,3,2,3,3,3,3,2,4,3,2,4,2,3,3,4,1,2,2,4,4,3,4,5,5,5,2,3,É um bom questionário que toca nos principais pontos relacionados a vivência na UFC
3/25/2018 16:56:57,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,1,1,1,1,2,1,1,5,1,5,2,1,1,5,1,5,1,1,5,1,1,1,1,1,3,2,1,3,1,5,5,5,5,1,1,5,3,5,5,5,2,5,5,1,5,4,1,5,1,2,5,5,4,5,1,1,5,4,2,1,"Um pouco mal-projetado e com perguntas tendenciosas, mas no geral, positivo."
3/25/2018 17:06:38,Engenharia Química,7º semestre,18 a 21 anos,Feminino,2,3,4,4,4,3,2,3,4,2,3,1,4,4,2,2,4,4,3,2,4,2,1,2,2,2,4,5,3,4,4,2,2,4,5,3,3,2,4,2,2,4,3,1,3,3,2,3,4,2,4,4,4,4,3,2,4,2,4,4,
3/25/2018 17:38:02,Engenharia de Produção Mecânica,1º semestre,26 a 29 anos,Feminino,1,4,3,3,5,2,4,5,3,4,3,3,5,2,1,3,5,2,1,4,1,5,5,1,3,1,3,3,2,4,1,4,1,3,1,3,3,1,5,1,1,4,3,1,1,5,4,5,5,3,1,5,5,3,4,3,5,5,5,3,BASTANTE ABRANGENTE 
3/25/2018 17:51:02,Engenharia de Energias Renováveis,5º semestre,18 a 21 anos,Masculino,3,5,3,2,4,2,4,5,2,3,3,4,4,3,4,2,5,1,4,5,3,4,3,4,3,4,4,3,3,1,4,1,3,5,4,3,3,4,3,3,4,4,3,4,2,2,2,1,2,2,3,5,5,3,3,4,4,3,2,3,bom
3/25/2018 18:24:59,Engenharia Civil,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Feminino,3,4,5,2,4,2,5,4,2,4,2,4,5,3,5,4,5,2,3,3,3,4,3,3,3,4,2,3,3,4,4,3,3,4,2,3,3,4,5,3,4,4,3,3,1,2,2,4,3,1,2,5,3,5,5,4,4,3,1,5,extenso
3/25/2018 18:53:49,Engenharia Elétrica,1º semestre,22 a 25 anos,Masculino,3,4,5,4,4,2,4,3,1,3,3,3,5,2,4,3,5,2,4,4,1,4,4,3,3,3,1,3,2,3,3,3,3,4,2,3,1,3,2,1,3,4,1,4,1,4,3,3,2,2,4,4,4,1,3,3,3,4,2,5,Bem direcionado e objetivo
3/25/2018 19:59:02,Engenharia Química,7º semestre,18 a 21 anos,Masculino,5,5,1,3,5,3,5,3,1,5,1,1,1,1,5,1,1,1,1,5,3,1,5,5,5,1,1,3,4,5,5,4,5,5,5,5,1,5,5,5,5,5,1,5,5,5,2,5,1,2,1,5,5,5,5,5,1,1,1,1,Comprido e repetitivo. Não consegui identificar uma metodologia.
3/25/2018 21:42:26,Engenharia de Telecomunicações,1º semestre,18 a 21 anos,Masculino,3,2,3,3,2,5,3,3,5,3,5,2,3,3,3,3,3,5,4,3,4,3,3,2,5,3,5,3,5,4,3,3,1,3,3,3,5,3,3,1,2,5,5,2,3,4,2,5,2,5,3,4,2,5,1,2,4,2,3,1,Legal.
3/25/2018 22:04:53,Arquitetura e Urbanismo,1º semestre,18 a 21 anos,Feminino,4,3,2,2,5,2,5,5,3,2,2,3,4,2,4,3,3,3,4,3,3,4,3,3,3,4,3,3,2,2,4,3,2,5,3,4,3,3,3,3,3,3,2,4,2,4,4,3,5,1,2,5,5,3,4,3,4,3,2,5,"Abrange muitas questões pertinentes, mas somente de maneira superficial."
3/25/2018 22:10:28,Engenharia Química,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,3,5,5,2,5,3,5,5,3,3,1,4,5,2,5,2,5,3,2,5,4,5,5,2,3,2,2,5,3,5,3,3,1,5,1,3,1,1,5,3,3,5,2,5,1,4,5,5,5,5,2,5,5,4,5,5,5,5,4,5,"Bem completo, que me deu a oportunidade de expressar emoções profissionais e pessoais. Muito bem criado!"
3/25/2018 22:34:51,Engenharia de Computação,1º semestre,18 a 21 anos,Masculino,4,4,3,3,4,3,4,3,2,4,3,3,4,3,4,2,4,2,3,3,3,4,4,3,3,4,2,2,3,3,4,3,4,3,3,4,3,2,3,2,3,4,2,4,2,3,4,3,3,2,2,3,2,2,4,4,4,4,1,4,"Bom. São coisas que ninguém pergunta para nós, universitários que, geralmente, não sabem muito bem pra onde ir."
3/25/2018 22:51:35,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,4,4,4,4,4,3,4,4,2,3,3,4,4,3,4,2,4,3,4,3,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,3,2,3,4,2,2,4,3,3,1,3,3,3,4,3,2,4,3,4,2,4,4,4,3,4,"Um tanto redundante demais, porém simples e direto."
3/26/2018 0:56:14,Engenharia Mecânica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,3,5,4,5,4,4,3,1,4,1,3,4,1,3,4,3,1,1,5,3,3,3,2,1,5,5,5,4,1,1,2,4,4,3,4,2,2,1,1,3,2,2,3,1,2,4,2,4,3,2,5,5,4,3,5,2,4,3,Parece satisfatório
3/26/2018 8:04:54,Engenharia Ambiental,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,1,3,2,5,3,5,2,3,5,2,5,1,4,5,1,2,3,5,1,1,2,2,2,1,2,1,5,5,3,2,1,2,1,2,2,1,5,3,2,3,1,2,1,1,3,2,4,4,5,4,4,3,3,4,2,3,4,4,5,1,Interessante.
3/26/2018 9:52:35,Engenharia Elétrica,1º semestre,Menos de 18 anos,Masculino,3,4,5,3,3,4,4,5,2,2,4,4,5,4,5,4,5,1,4,4,2,5,5,5,1,5,5,2,5,2,1,1,2,5,1,3,5,5,3,4,4,5,3,3,1,3,4,4,5,4,1,5,5,5,4,5,5,5,2,3,
3/26/2018 19:30:10,Engenharia Elétrica,1º semestre,Menos de 18 anos,Feminino,2,3,2,5,3,4,3,3,4,4,4,2,4,5,2,3,3,4,3,2,4,3,3,2,3,2,4,2,2,4,4,3,4,2,2,3,4,3,4,2,3,3,2,2,1,3,3,3,4,2,3,4,2,4,1,3,5,4,4,1,
3/26/2018 20:31:27,Engenharia Civil,1º semestre,18 a 21 anos,Masculino,5,5,5,4,5,3,5,5,2,3,3,2,4,3,3,4,5,2,4,5,5,4,3,3,3,4,4,3,1,3,5,3,5,4,1,5,4,4,4,4,4,4,4,4,1,3,3,3,4,1,1,4,5,5,5,5,5,4,1,5,massa
3/26/2018 21:16:17,Engenharia de Computação,"7º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,2,3,3,3,4,3,2,4,3,5,2,3,4,2,3,5,4,2,2,2,2,2,4,2,4,4,4,3,1,4,3,4,4,1,3,4,2,3,1,2,4,3,2,3,3,4,3,2,4,4,3,4,5,3,3,4,4,2,2,"Bem na linha da reorientação profissional do núcleo de psicologia da UFC. Não sei se vai adiantar muito, mas eu respondi."
3/26/2018 22:12:29,Engenharia Elétrica,"9º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,5,4,5,1,3,2,4,5,3,4,3,2,5,5,3,5,5,2,5,4,3,5,4,5,4,5,4,1,2,5,4,4,5,4,2,5,4,5,5,1,5,3,2,1,2,4,4,5,5,4,3,4,5,5,4,3,5,4,1,1,Acho que os dados coletados podem ser utilizados para melhorar as vivências dos alunos.
3/27/2018 8:24:57,Engenharia Civil,1º semestre,Menos de 18 anos,Feminino,4,5,5,5,5,5,5,4,5,1,5,1,5,5,3,5,5,5,5,5,5,5,5,5,1,5,1,1,5,1,5,1,1,2,5,5,5,5,1,1,1,1,5,1,1,1,1,1,1,5,1,1,2,5,5,4,5,3,1,5,
3/27/2018 10:00:18,Engenharia de Produção Mecânica,10º semestre,26 a 29 anos,Masculino,5,5,2,2,5,1,2,5,1,4,4,4,4,4,4,3,5,3,5,4,2,3,3,3,4,4,3,1,2,4,5,3,1,3,2,5,3,4,3,4,4,4,1,3,2,3,3,4,5,3,4,3,3,4,1,4,4,4,1,1,Bom.
3/27/2018 21:19:20,Engenharia Mecânica,1º semestre,18 a 21 anos,Masculino,3,5,5,2,5,4,5,5,2,1,1,3,5,4,5,4,5,1,2,5,5,5,5,5,5,2,2,1,4,1,5,2,5,5,1,3,1,2,1,5,5,3,3,4,1,2,5,3,5,1,1,5,5,4,5,2,1,5,3,5,Bom
3/28/2018 13:02:57,Engenharia de Energias Renováveis,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",26 a 29 anos,Masculino,2,4,2,4,5,3,4,4,3,1,2,1,3,4,2,2,2,3,1,3,2,2,2,2,2,1,4,4,3,1,3,1,3,4,3,3,3,1,1,3,3,2,3,3,3,2,3,3,4,2,3,4,5,3,4,3,1,2,3,3,Bem completo. Espero que gere retorno! 
3/28/2018 16:50:47,Engenharia de Energias Renováveis,5º semestre,18 a 21 anos,Masculino,3,5,4,5,4,2,4,4,1,4,2,4,5,3,5,5,5,5,5,3,4,5,4,5,4,4,3,4,3,5,4,3,5,5,5,2,5,4,4,5,4,5,4,4,1,4,1,5,5,3,2,5,5,5,2,3,5,3,2,3,Legal 
3/28/2018 18:41:35,Engenharia Elétrica,"5º semestre, ""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",18 a 21 anos,Masculino,3,4,5,2,3,2,5,4,1,4,2,2,5,3,4,2,5,1,4,3,5,5,4,4,1,4,4,2,3,3,4,4,1,4,4,3,3,4,4,1,3,1,4,1,1,4,2,3,2,3,1,4,4,5,4,1,5,4,3,4,"Foi muito interessante, pois tinha perguntas que me levaram a uma reflexão pessoal que nunca tinha feito desde que entrei no meu curso. Foi possível refletir sobre a forma que muitos professores tratam seus alunos e sobre a infraestrutura do meu curso."
3/28/2018 18:53:36,Engenharia Mecânica,9º semestre,18 a 21 anos,Masculino,4,1,2,4,5,4,1,2,4,1,4,3,2,5,3,2,5,5,4,1,5,1,3,5,2,4,5,5,4,4,2,1,4,4,5,3,5,4,1,4,4,5,2,2,3,2,5,5,5,2,5,4,5,5,4,2,4,4,2,1,Me fez pensar em vários pontos sobre minha organização pessoal e prioridades.
3/28/2018 19:03:30,Engenharia de Petróleo,9º semestre,22 a 25 anos,Masculino,3,2,3,2,3,2,1,1,4,3,4,1,2,4,1,4,5,5,5,4,3,1,2,5,4,4,3,2,3,2,4,4,3,4,4,4,3,4,4,3,4,4,2,2,4,4,4,4,4,3,5,5,4,4,2,2,5,3,2,1,"Completo e bem elaborado, mas estava repetitivo. Talvez seja para garantir a coerência das respostas "
3/28/2018 19:35:26,Engenharia de Computação,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,2,4,5,4,4,4,2,4,2,3,5,1,3,4,1,3,5,5,4,2,2,1,1,4,2,4,5,2,3,4,2,3,4,4,5,4,4,3,4,5,4,2,5,3,3,4,4,4,4,3,5,5,4,5,4,3,5,4,2,1,Ótimo
3/28/2018 19:39:14,Engenharia Elétrica,3º semestre,18 a 21 anos,Masculino,4,5,1,1,4,2,4,4,4,3,3,2,4,2,1,2,5,3,3,1,5,2,1,4,2,4,5,3,1,1,4,5,5,1,5,3,5,1,4,1,5,1,4,1,2,2,1,4,1,1,4,5,1,4,1,1,5,3,1,1,
3/28/2018 19:46:16,Engenharia Química,5º semestre,18 a 21 anos,Masculino,3,4,5,3,5,4,4,4,3,3,5,3,5,5,5,2,5,4,5,4,5,4,3,4,3,4,5,2,1,3,5,1,3,4,2,4,4,5,3,1,1,2,4,4,1,3,3,3,5,3,2,2,5,5,4,4,1,4,2,5,Achei bom colher feedbacks de alunos em relação a satisfação no curso e amizades na faculdade
3/28/2018 19:56:14,Engenharia de Produção Mecânica,10º semestre,22 a 25 anos,Feminino,5,3,1,3,3,1,4,5,5,3,5,1,1,1,1,2,5,5,2,1,5,2,1,5,2,5,5,2,3,5,3,3,4,4,5,4,5,3,4,4,3,2,5,1,5,3,3,2,2,2,4,5,4,5,2,2,5,4,1,5,
3/28/2018 19:56:39,Engenharia de Produção Mecânica,9º semestre,22 a 25 anos,Feminino,4,5,3,4,5,2,5,5,3,4,1,3,4,1,3,3,5,3,5,4,4,4,4,4,3,4,3,3,4,4,5,3,5,5,2,4,2,4,4,5,3,4,3,4,2,3,3,3,4,2,2,4,5,4,3,4,4,2,2,2,"Achei interessante, objetivo e bem nivelado em relação às respostas, não é uma pesquisa que tendencia a determinada resposta. Acho que poderia acrescentar algumas perguntas de cunho externo, como por exemplo: o aluno está atualmente estagiando ou exercendo alguma atividade fora da universidade que demanda tempo? Então daria para entender alguma razão pelo qual o aluno menciona na pesquisa que se sente cansado, com sonolência. Perguntas de se o aluno possui apoio familiar ou da universidade para estudar, seja financeiro, psicológico etc"
3/28/2018 20:29:47,Engenharia Elétrica,5º semestre,22 a 25 anos,Masculino,3,3,1,3,3,5,3,3,3,2,3,1,2,3,1,2,2,5,3,2,4,3,1,3,2,3,3,2,3,2,3,2,2,3,4,3,2,2,2,2,2,2,3,1,5,2,3,2,2,3,2,3,3,3,2,1,2,1,2,2,Muito extenso
3/28/2018 20:47:16,Engenharia Ambiental,1º semestre,18 a 21 anos,Feminino,4,5,3,3,5,4,5,5,2,1,2,3,4,4,4,3,5,2,3,4,5,4,4,2,1,2,4,5,3,1,4,2,5,5,1,5,2,2,1,1,1,5,1,3,2,4,1,5,5,5,1,5,3,4,3,4,3,5,2,5,curioso
3/28/2018 21:08:22,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Feminino,4,2,4,4,3,4,2,3,4,4,4,2,4,4,2,4,5,4,4,1,5,3,1,5,3,3,4,1,5,1,5,5,5,3,5,5,3,4,2,4,5,2,2,4,2,4,4,4,3,3,4,3,3,3,3,3,1,3,3,3,"muito grande, talvez as pessoas não terminem."
3/28/2018 21:10:56,Engenharia Ambiental,7º semestre,22 a 25 anos,Masculino,2,5,5,4,4,2,5,4,1,2,1,3,4,2,3,3,5,1,5,3,2,5,5,4,2,3,1,3,4,2,4,1,1,4,2,4,2,5,4,5,4,3,2,4,1,4,3,3,5,4,1,5,5,1,3,4,4,2,2,5,
3/28/2018 21:35:29,Engenharia Elétrica,"""Fatorial"": no caso de você está fazendo disciplinas de diferentes/vários semestres.",22 a 25 anos,Masculino,3,3,1,2,2,1,3,3,3,4,2,1,3,3,2,2,4,3,4,2,4,2,2,5,4,4,3,2,2,3,4,3,4,2,4,4,4,4,4,4,4,1,3,4,3,4,4,3,4,2,3,4,3,3,2,2,4,3,1,2,"Acredito que o mesmo conseguiu relacionar áreas importantes com a faculdade (lado social, lado acadêmico e entre outros). Um bom questionário."
3/28/2018 21:51:33,Engenharia de Produção Mecânica,7º semestre,18 a 21 anos,Masculino,4,3,2,5,3,4,2,4,5,3,4,2,3,3,3,4,5,5,3,2,4,3,1,3,2,2,5,4,4,2,4,3,4,3,2,4,4,3,2,3,2,2,4,2,3,2,3,3,5,3,5,2,4,5,3,2,4,3,1,3,"Muitas perguntas repetitivas, não vi sentido em algumas"
